"doc_id","doc_type","title","citation","court","bench","year","primary_article","secondary_articles","legal_topics","url","content"
"art_021a","constitutional_article","Article 21A: Right to Free and Compulsory Education","Art. 21A, Constitution of India","Parliament of India (86th Constitutional Amendment Act, 2002)","Enacted by Parliament of India","2002","Article 21A","Article 21, Article 45, Article 51A(k)","Right to education, fundamental right, children aged 6 to 14 years, RTE Act 2009, affirmative admission quotas","https://indiankanoon.org/doc/1953529/","LANDMARK PRINCIPLE: Fundamental Right of Children to Free and Compulsory Elementary Education.

CONSTITUTIONAL PROVISION:
The State shall provide free and compulsory education to all children of the age of six to fourteen years in such manner as the State may, by law, determine.

LEGAL ANALYSIS:
Inserted by the 86th Constitutional Amendment Act, 2002, Article 21A transformed the non-justiciable Directive Principle of State Policy under Article 45 into an enforceable Fundamental Right under Part III. This amendment was inspired by the landmark judgments in Mohini Jain v. State of Karnataka (1992) and Unni Krishnan v. State of Andhra Pradesh (1993), wherein the Supreme Court held that the right to education is implicit in and flows directly from the right to life with dignity under Article 21. To operationalize Article 21A, Parliament enacted the Right of Children to Free and Compulsory Education Act, 2009 (RTE Act), mandating a 25% quota in private unaided schools for children belonging to disadvantaged and weaker sections, which was upheld by the Supreme Court in Society for Unaided Private Schools of Rajasthan v. Union of India (2012)."
"art_022","constitutional_article","Article 22: Protection Against Arrest and Detention in Certain Cases","Art. 22, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 22","Article 21, Code of Criminal Procedure","Punitive detention, preventive detention, right to be informed of grounds of arrest, right to consult legal practitioner, production before magistrate within 24 hours, Advisory Board","https://indiankanoon.org/doc/581566/","LANDMARK PRINCIPLE: Procedural Safeguards in Punitive Arrest and Constitutional Limits on Preventive Detention.

CONSTITUTIONAL PROVISION:
22(1) Right to be informed, as soon as may be, of the grounds for arrest, and right to consult, and to be defended by, a legal practitioner of one's choice.
22(2) Every person arrested and detained in custody shall be produced before the nearest magistrate within a period of twenty-four hours of such arrest (excluding journey time), and no detention beyond said period without magistrate's authority.
22(3) Clauses (1) and (2) do not apply to enemy aliens or persons arrested under preventive detention laws.
22(4)-(7) Safeguards governing preventive detention: detention beyond three months requires opinion of an Advisory Board comprising High Court judges; detaining authority must communicate grounds of detention and afford earliest opportunity to make a representation.

LEGAL ANALYSIS:
Article 22 provides procedural guarantees against unlawful police incarceration. In D.K. Basu v. State of West Bengal (1997), the Supreme Court derived mandatory custodial arrest guidelines directly from Articles 21 and 22(1)-(2). Preventive detention is strictly construed by courts, and any unexplained delay in deciding a detenu's representation vitiates the detention order as unconstitutional."
"art_023","constitutional_article","Article 23: Prohibition of Traffic in Human Beings and Forced Labour","Art. 23, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 23","Article 21, Article 24, Article 35","Traffic in human beings, begar, forced labour, minimum wages, horizontal fundamental right, bonded labour","https://indiankanoon.org/doc/157297/","LANDMARK PRINCIPLE: Prohibition of Human Trafficking, Begar, and Extraction of Forced Labour.

CONSTITUTIONAL PROVISION:
23(1) Traffic in human beings and begar and other similar forms of forced labour are prohibited and any contravention of this provision shall be an offence punishable in accordance with law.
23(2) Nothing in this article shall prevent the State from imposing compulsory service for public purposes, and in imposing such service the State shall not make any discrimination on grounds only of religion, race, caste or class or any of them.

LEGAL ANALYSIS:
Article 23 is an absolute fundamental right enforceable against private parties as well as the State. In People's Union for Democratic Rights (PUDR) v. Union of India (Asiad Workers Case, 1982), Justice Bhagwati held that 'forced labour' is not restricted to physical compulsion or legal duress. Where a person provides physical or mental labour for remuneration less than the statutory minimum wage, the economic distress and deprivation force him to surrender his labour, which directly constitutes 'forced labour' violating Article 23."
"art_024","constitutional_article","Article 24: Prohibition of Employment of Children in Factories, etc.","Art. 24, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 24","Article 21, Article 21A, Article 39(e)-(f)","Child labour, hazardous employment, factories, mines, Child Labour Prohibition Act, rehabilitation of child workers","https://indiankanoon.org/doc/1715421/","LANDMARK PRINCIPLE: Absolute Prohibition on Employment of Children below Fourteen in Hazardous Occupations.

CONSTITUTIONAL PROVISION:
No child below the age of fourteen years shall be employed to work in any factory or mine or engaged in any other hazardous employment.

LEGAL ANALYSIS:
Article 24 establishes an absolute, non-derogable constitutional command for the protection of children under 14 years of age. In M.C. Mehta v. State of Tamil Nadu (Sivakasi Child Labour Case, 1996), the Supreme Court directed the abolition of child labour in match and fireworks factories, mandating the creation of the Child Labour Rehabilitation-cum-Welfare Fund where offending employers must pay compensation per child worker, harmonizing Article 24 with the right to education under Article 21A."
"art_025","constitutional_article","Article 25: Freedom of Conscience and Free Profession, Practice and Propagation of Religion","Art. 25, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 25","Article 14, Article 26, Article 27, Article 28","Freedom of religion, conscience, profession, practice, propagation, public order, morality, health, essential religious practices doctrine, social reform","https://indiankanoon.org/doc/631708/","LANDMARK PRINCIPLE: Freedom of Religion Subject to Public Order, Morality, Health, and Fundamental Rights.

CONSTITUTIONAL PROVISION:
25(1) Subject to public order, morality and health and to the other provisions of this Part, all persons are equally entitled to freedom of conscience and the right freely to profess, practise and propagate religion.
25(2) Nothing in this article shall affect the operation of any existing law or prevent the State from making any law:
(a) regulating or restricting any economic, financial, political or other secular activity associated with religious practice;
(b) providing for social welfare and reform or the throwing open of Hindu religious institutions of a public character to all classes and sections of Hindus.

LEGAL ANALYSIS AND ESSENTIAL RELIGIOUS PRACTICES DOCTRINE:
Article 25 protects individual religious freedom, available to citizens and non-citizens. Crucially, the right under Article 25(1) is expressly made subject to (a) public order, morality, and health; and (b) 'the other provisions of this Part'—meaning it is subordinate to Articles 14 and 21 (Indian Young Lawyers Assn - Sabarimala, 2018). Under the 'Essential Religious Practices' doctrine originated in the Shirur Mutt Case (1954), constitutional protection extends only to tenets and practices that are essential and integral to the religion, as determined objectively by the court from foundational scriptures, rather than secular or superstitious accretions."
"art_026","constitutional_article","Article 26: Freedom to Manage Religious Affairs","Art. 26, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 26","Article 25, Article 27, Article 28","Religious denominations, institutional religious freedom, management of affairs in religion, movable and immovable property, Shirur Mutt test","https://indiankanoon.org/doc/1857950/","LANDMARK PRINCIPLE: Collective Freedom of Religious Denominations to Manage Institutional Affairs.

CONSTITUTIONAL PROVISION:
Subject to public order, morality and health, every religious denomination or any section thereof shall have the right:
(a) to establish and maintain institutions for religious and charitable purposes;
(b) to manage its own affairs in matters of religion;
(c) to own and acquire movable and immovable property; and
(d) to administer such property in accordance with law.

LEGAL ANALYSIS:
While Article 25 protects individual religious conscience, Article 26 protects collective institutional autonomy of religious denominations. To claim the status of a 'religious denomination' under the Shirur Mutt test, a group must satisfy three conditions: (1) collection of individuals with a common system of beliefs; (2) common organization; and (3) designated by a distinctive name. Unlike Article 25, Article 26 is NOT expressly made subject to other provisions of Part III, but is strictly subject to public order, morality, and health. While administration of property can be regulated by state law (clause d), matters of religion remain autonomous (clause b)."
"art_029","constitutional_article","Article 29: Protection of Interests of Minorities","Art. 29, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 29","Article 14, Article 15, Article 30","Cultural and educational rights, distinct language, script or culture, non-discrimination in state-aided educational institutions","https://indiankanoon.org/doc/626504/","LANDMARK PRINCIPLE: Protection of Distinct Culture, Language, and Non-Discrimination in Education.

CONSTITUTIONAL PROVISION:
29(1) Any section of the citizens residing in the territory of India or any part thereof having a distinct language, script or culture of its own shall have the right to conserve the same.
29(2) No citizen shall be denied admission into any educational institution maintained by the State or receiving aid out of State funds on grounds only of religion, race, caste, language or any of them.

LEGAL ANALYSIS:
Article 29(1) confers a right on 'any section of citizens' (which can include linguistic minorities or majorities) to conserve their language, script, or culture. Article 29(2) is an individual right of every citizen against discrimination in State or State-aided educational institutions. In State of Bombay v. Bombay Education Society (1954), the Supreme Court ruled that an order prohibiting admission of students whose mother tongue was not English into English-medium schools violated Article 29(2)."
"art_030","constitutional_article","Article 30: Right of Minorities to Establish and Administer Educational Institutions","Art. 30, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 30","Article 14, Article 19(1)(g), Article 29","Minority educational institutions, religious minorities, linguistic minorities, administrative autonomy, state aid, TMA Pai, PA Inamdar","https://indiankanoon.org/doc/1983234/","LANDMARK PRINCIPLE: Fundamental Charter of Educational Autonomy for Religious and Linguistic Minorities.

CONSTITUTIONAL PROVISION:
30(1) All minorities, whether based on religion or language, shall have the right to establish and administer educational institutions of their choice.
30(1A) Mandatory compensation in case of compulsory acquisition of minority institutional property to ensure right is not abrogated (44th Amendment).
30(2) The State shall not, in granting aid to educational institutions, discriminate against any educational institution on the ground that it is under the management of a minority, whether based on religion or language.

LEGAL ANALYSIS:
Article 30(1) grants religious and linguistic minorities the fundamental right to establish and administer educational institutions. In T.M.A. Pai Foundation (2002) and P.A. Inamdar (2005), an 11-Judge and 7-Judge Bench clarified: (1) Minority status is determined State-wise, not nationally; (2) The right to administer is not a right to maladminister; the State can enforce regulatory standards of academic excellence, national security, and employee welfare; (3) Unaided minority institutions enjoy total autonomy over admissions and fee structure, subject to prohibition of capitation fees and transparent merit-based selection; and (4) State aid cannot be used to extinguish minority character."
"art_032","constitutional_article","Article 32: Remedies for Enforcement of Fundamental Rights (Constitutional Writs)","Art. 32, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 32","Article 13, Article 21, Article 226","Constitutional Remedies, Writs, Habeas Corpus, Mandamus, Prohibition, Quo Warranto, Certiorari, Public Interest Litigation (PIL), Locus Standi, Basic Structure","https://indiankanoon.org/doc/981147/","LANDMARK PRINCIPLE: The 'Heart and Soul of the Constitution' and Bulwark of Fundamental Rights.

CONSTITUTIONAL PROVISION:
32(1) The right to move the Supreme Court by appropriate proceedings for the enforcement of the rights conferred by this Part is guaranteed.
32(2) The Supreme Court shall have power to issue directions or orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warranto and certiorari, whichever may be appropriate, for the enforcement of any of the rights conferred by this Part.
32(3) Parliamentary power to empower other courts.
32(4) The right guaranteed by this article shall not be suspended except as otherwise provided for by this Constitution.

LEGAL ANALYSIS AND WRIT JURISDICTION:
Dr. B.R. Ambedkar described Article 32 as the single most important article without which the Constitution would be a nullity. Unlike ordinary appeal jurisdiction, the right to approach the Supreme Court under Article 32 is itself a Fundamental Right, making the Supreme Court the 'guarantor and protector of fundamental rights' (Romesh Thappar). The Supreme Court exercises plenary writ powers:
• Habeas Corpus: To release persons illegally detained;
• Mandamus: To command public officials or bodies to perform mandatory legal duties;
• Certiorari & Prohibition: To quash or restrain orders of inferior tribunals acting without jurisdiction or violating natural justice;
• Quo Warranto: To challenge unlawful usurpation of substantive public offices.
In Bandhua Mukti Morcha and S.P. Gupta, the court liberalized the rule of locus standi, giving birth to Public Interest Litigation (PIL) to enable disadvantaged citizens to access justice. In L. Chandra Kumar (1997), Article 32 was declared an unalterable facet of the Basic Structure."
"art_051a","constitutional_article","Article 51A: Fundamental Duties","Art. 51A, Constitution of India","Parliament of India (42nd & 86th Amendments)","Swaran Singh Committee Recommendations","1976","Article 51A","Part IVA, Article 19, Article 21, Article 48A","Fundamental duties, civic obligations, national symbols, scientific temper, environment protection, education duty","https://indiankanoon.org/doc/1406941/","LANDMARK PRINCIPLE: Moral and Civic Duties of Indian Citizens to the Republic.

CONSTITUTIONAL PROVISION:
It shall be the duty of every citizen of India:
(a) to abide by the Constitution and respect its ideals and institutions, the National Flag and the National Anthem;
(b) to cherish and follow the noble ideals of the national struggle for freedom;
(c) to uphold and protect the sovereignty, unity and integrity of India;
(d) to defend the country and render national service when called upon;
(e) to promote harmony and the spirit of common brotherhood amongst all people of India transcending religious, linguistic and regional diversities; to renounce practices derogatory to the dignity of women;
(f) to value and preserve the rich heritage of our composite culture;
(g) to protect and improve the natural environment including forests, lakes, rivers and wild life, and to have compassion for living creatures;
(h) to develop scientific temper, humanism and the spirit of inquiry and reform;
(i) to safeguard public property and to abjure violence;
(j) to strive towards excellence in all spheres of individual and collective activity;
(k) who is a parent or guardian to provide opportunities for education to his child between six and fourteen years (added by 86th Amendment, 2002).

LEGAL ANALYSIS:
Inserted by the 42nd Amendment (1976) based on the Swaran Singh Committee report, Fundamental Duties are non-justiciable per se, but serve as vital interpretative tools for courts. In AIIMS Students' Union v. AIIMS (2002), the Supreme Court ruled that fundamental duties cannot be overlooked and must be read alongside fundamental rights to assess the reasonableness of legislative restrictions under Articles 19 and 14."
"art_141","constitutional_article","Article 141: Law Declared by Supreme Court to be Binding on All Courts","Art. 141, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 141","Article 142, Article 144, Article 136","Doctrine of Precedent, Stare Decisis, Ratio Decidendi, Obiter Dicta, Prospective Overruling, Binding nature of Supreme Court judgments","https://indiankanoon.org/doc/1574488/","LANDMARK PRINCIPLE: Constitutional Inscription of Stare Decisis and Judicial Precedent.

CONSTITUTIONAL PROVISION:
The law declared by the Supreme Court shall be binding on all courts within the territory of India.

LEGAL ANALYSIS AND DOCTRINAL PRINCIPLES:
Article 141 establishes the constitutional doctrine of binding precedent across the Indian judicial hierarchy. Key constitutional rules include:
1. Scope of 'Law Declared': What binds under Article 141 is the ratio decidendi—the underlying legal principle upon which the controversy is decided. Obiter dicta (incidental remarks) of the Supreme Court carry enormous persuasive weight, but are strictly not binding precedents.
2. 'All Courts' Excludes the Supreme Court Itself: In Bengal Immunity Co. Ltd. v. State of Bihar (1955), the Supreme Court ruled that it is not bound by its own previous decisions and may depart from or overrule earlier rulings when convinced they are erroneous or harmful to public interest.
3. Doctrine of Prospective Overruling: Established in I.C. Golaknath (1967), the Supreme Court possesses the jurisdiction to declare that an overruling judgment will operate purely prospectively, preserving the validity of past transactions while governing future legal actions."
"art_142","constitutional_article","Article 142: Enforcement of Decrees, Orders, and Plenary Power for Complete Justice","Art. 142, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 142","Article 32, Article 136, Article 141, Article 144","Plenary power, complete justice, inherent jurisdiction, judicial lawmaking, Vishaka guidelines, Bhopal gas tragedy, Ayodhya dispute","https://indiankanoon.org/doc/1506509/","LANDMARK PRINCIPLE: Plenary Constitutional Power of the Supreme Court to Do Complete Justice.

CONSTITUTIONAL PROVISION:
142(1) The Supreme Court in the exercise of its jurisdiction may pass such decree or make such order as is necessary for doing complete justice in any cause or matter pending before it, and any decree so passed or order so made shall be enforceable throughout the territory of India in such manner as may be prescribed by or under any law made by Parliament.
142(2) Power to secure attendance of persons, discovery of documents, or punishment for contempt.

LEGAL ANALYSIS AND LIMITS OF PLENARY POWER:
Article 142 confers extraordinary, curative powers on the Supreme Court to ensure that procedural technicalities or legislative vacuums do not prevent justice from being done. In Union Carbide Corporation v. Union of India (1991), the court held that its power under Article 142 is not bounded by statutory law, provided it does not contravene express constitutional prohibitions. In Vishaka v. State of Rajasthan (1997), the court invoked Article 142 read with Article 32 to formulate binding workplace sexual harassment guidelines in the absence of enacted legislation. In Supreme Court Bar Association v. Union of India (1998), the court clarified the limits: Article 142 is a corrective power that cannot be used to subvert express statutory provisions or punish for contempt by suspending an advocate's statutory license."
"art_226","constitutional_article","Article 226: Power of High Courts to Issue Certain Writs","Art. 226, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 226","Article 32, Article 227","High Court writ jurisdiction, Fundamental Rights, Any other purpose, Habeas Corpus, Mandamus, Certiorari, Prohibition, Quo Warranto, Alternative remedy, Territorial jurisdiction","https://indiankanoon.org/doc/1712542/","LANDMARK PRINCIPLE: Plenary Writ Jurisdiction of High Courts for Fundamental Rights and Legal Rights.

CONSTITUTIONAL PROVISION:
226(1) Notwithstanding anything in article 32, every High Court shall have power, throughout the territories in relation to which it exercises jurisdiction, to issue to any person or authority, including in appropriate cases, any Government, directions, orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warranto and certiorari, for the enforcement of any of the rights conferred by Part III and for any other purpose.
226(2) Territorial jurisdiction based on cause of action arising wholly or in part within the territory.

LEGAL ANALYSIS:
The writ jurisdiction of High Courts under Article 226 is significantly broader in scope than the Supreme Court's Article 32 jurisdiction. While Article 32 can be invoked ONLY for the enforcement of Part III Fundamental Rights, Article 226 can be invoked for fundamental rights AND 'for any other purpose'—which includes enforcement of non-fundamental legal rights, statutory duties, and constitutional principles. However, while Article 32 is itself a guaranteed fundamental right, remedy under Article 226 is discretionary. High Courts typically decline to exercise writ jurisdiction where an effective and adequate alternative statutory remedy exists, except where fundamental rights are violated, natural justice is breached, or proceedings are completely without jurisdiction (Whirlpool Corporation v. Registrar of Trade Marks)."
"art_300a","constitutional_article","Article 300A: Persons Not to be Deprived of Property Save by Authority of Law","Art. 300A, Constitution of India","Parliament of India (44th Constitutional Amendment Act, 1978)","Enacted by Parliament of India","1978","Article 300A","Part XII, Article 19(1)(f) (repealed), Article 31 (repealed), Article 21","Right to property, constitutional right, human right, eminent domain, authority of law, just compensation","https://indiankanoon.org/doc/1359146/","LANDMARK PRINCIPLE: Constitutional Right Against Arbitrary Deprivation of Property.

CONSTITUTIONAL PROVISION:
No person shall be deprived of his property save by authority of law.

LEGAL ANALYSIS:
By the 44th Constitutional Amendment (1978), the Right to Property was deleted from the Fundamental Rights chapter (repealing Articles 19(1)(f) and 31) and re-inserted as Article 300A under Part XII as a constitutional right. Though no longer a Part III fundamental right (and hence cannot be enforced directly via Article 32 without alleging another fundamental right breach), the Supreme Court in K.T. Plantation Pvt. Ltd. v. State of Karnataka (2011) and Vidya Devi v. State of Himachal Pradesh (2020) held that the right to property under Article 300A is a valuable constitutional right and a recognized human right. The State cannot dispossess a citizen of their property without (a) valid statutory authority; (b) a legitimate public purpose; and (c) fair and just compensation."
"art_352","constitutional_article","Article 352: Proclamation of Emergency","Art. 352, Constitution of India","Constituent Assembly of India / 44th Amendment","Constituent Assembly / Parliament of India","1950","Article 352","Article 19, Article 20, Article 21, Article 358, Article 359","National emergency, war, external aggression, armed rebellion, cabinet written advice, parliamentary approval, non-suspension of Articles 20 and 21","https://indiankanoon.org/doc/1018568/","LANDMARK PRINCIPLE: Constitutional Framework and Strict Safeguards for Proclamation of National Emergency.

CONSTITUTIONAL PROVISION:
352(1) If the President is satisfied that a grave emergency exists whereby the security of India or of any part of the territory thereof is threatened, whether by war or external aggression or armed rebellion, he may, by Proclamation, make a declaration to that effect.
352(2) Proclamation may be varied or revoked by a subsequent Proclamation.
352(3) President shall not issue a Proclamation unless the decision of the Union Cabinet (Prime Minister and other Ministers of Cabinet rank) has been communicated to him in writing.
352(4) Must be approved by both Houses of Parliament within one month by special majority (majority of total membership and not less than 2/3 of members present and voting).

LEGAL ANALYSIS:
Substantially revised by the 44th Constitutional Amendment (1978) to eliminate abuses witnessed during the 1975 internal emergency: (1) The vague ground 'internal disturbance' was replaced with 'armed rebellion'; (2) Written recommendation from the entire Union Cabinet was made mandatory; (3) Parliamentary approval window was reduced from 2 months to 1 month with special majority; and (4) Articles 20 and 21 were rendered permanently non-suspendable during emergencies under Article 359."
"art_356","constitutional_article","Article 356: Provisions in Case of Failure of Constitutional Machinery in States (President's Rule)","Art. 356, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 356","Article 355, Article 357, Article 74","President's Rule, State emergency, breakdown of constitutional machinery, Governor's report, federalism, basic structure, judicial review, floor test","https://indiankanoon.org/doc/1454522/","LANDMARK PRINCIPLE: Judicial Review over Imposition of President's Rule and Protection of Federalism.

CONSTITUTIONAL PROVISION:
356(1) If the President, on receipt of report from the Governor of a State or otherwise, is satisfied that a situation has arisen in which the government of the State cannot be carried on in accordance with the provisions of this Constitution, the President may by Proclamation:
(a) assume to himself all or any of the functions of the Government of the State and all or any of the powers vested in or exercisable by the Governor;
(b) declare that the powers of the Legislature of the State shall be exercisable by or under the authority of Parliament.

LEGAL ANALYSIS:
Historically misused to dismiss democratically elected opposition State governments, Article 356 was subjected to strict constitutional discipline in S.R. Bommai v. Union of India (1994). A 9-Judge Constitution Bench held that: (1) Federalism is part of the Basic Structure; (2) The President's satisfaction under Article 356 is subject to judicial review to examine if it is based on malafide, extraneous, or irrelevant grounds; (3) The State Legislative Assembly cannot be dissolved until both Houses of Parliament approve the Proclamation; and (4) The floor of the Assembly is the sole constitutional forum to test a ministry's majority, not the subjective opinion of the Governor."
"art_368","constitutional_article","Article 368: Power of Parliament to Amend the Constitution and Procedure Therefor","Art. 368, Constitution of India","Constituent Assembly of India","Constituent Assembly Drafting Committee (Dr. B.R. Ambedkar)","1950","Article 368","Article 13, Article 14, Article 19, Article 21, Article 32","Constitutional Amendment, Constituent Power, Basic Structure Doctrine, Judicial Review, Special Majority, Federal Ratification","https://indiankanoon.org/doc/594125/","LANDMARK PRINCIPLE: Constituent Amending Power of Parliament Bound by the Basic Structure Doctrine.

CONSTITUTIONAL PROVISION:
368(1) Notwithstanding anything in this Constitution, Parliament may in exercise of its constituent power amend by way of addition, variation or repeal any provision of this Constitution in accordance with the procedure laid down in this article.
368(2) Bill must be passed in each House by a majority of total membership and a majority of not less than two-thirds of members present and voting; amendments affecting federal provisions require ratification by legislatures of not less than half the States.
368(4)-(5) Clauses inserted by 42nd Amendment seeking to exclude judicial review (struck down in Minerva Mills).

LEGAL ANALYSIS AND THE BASIC STRUCTURE BATTLE:
Article 368 contains the constituent power to amend the Constitution. The legal scope of this power represents the greatest constitutional struggle in Indian legal history:
1. Shankari Prasad (1951) & Sajjan Singh (1965): Held amending power was unlimited and could amend Fundamental Rights.
2. Golaknath (1967): 11-Judge Bench held Parliament had no power to abridge Fundamental Rights under Article 368.
3. Kesavananda Bharati (1973): 13-Judge Bench overruled Golaknath, holding that while Parliament can amend any provision including Part III, it cannot alter, damage, or destroy the 'Basic Structure' of the Constitution.
4. Minerva Mills (1980): The Supreme Court struck down Clauses (4) and (5) of Article 368 which claimed unlimited amending power, affirming that a limited amending power is itself a basic feature of the Constitution."
"case_001","landmark_case","A.K. Gopalan v. State of Madras","AIR 1950 SC 27","Supreme Court of India","6-Judge Constitution Bench (Kania CJ, Fazal Ali, Patanjali Sastri, Mahajan, Mukherjea, Das)","1950","Article 21","Article 19, Article 22","Preventive detention, procedure established by law, formalist interpretation, mutual exclusivity of fundamental rights","https://indiankanoon.org/doc/1857950/","LANDMARK PRINCIPLE: Early formalist doctrine holding that Fundamental Rights are mutually exclusive 'silos' and 'procedure established by law' means any enacted statutory procedure.

FACTS: Communist leader A.K. Gopalan was detained under Section 3(1) of the Preventive Detention Act, 1950. He challenged the detention petitioning under Article 32, asserting that detention without trial violated his personal liberty under Article 21 and freedoms under Article 19(1)(d).

ISSUE: Whether the Preventive Detention Act violated Articles 19 and 21, and whether 'procedure established by law' in Article 21 implies the American doctrine of substantive 'due process of law'.

RELEVANT PROVISIONS: Article 19(1)(d), Article 21, Article 22, Preventive Detention Act 1950.

RATIO DECIDENDI: The majority held that Articles 19 and 21 are mutually exclusive compartments. Article 19 applies only to free citizens, whereas Article 21 applies when personal liberty is taken away entirely. The court rejected the incorporation of American substantive 'due process', holding that 'procedure established by law' refers strictly to state-made enacted statutory law. Justice Fazal Ali dissented, anticipating the modern view that procedure must be fair and reasonable.

FINAL HOLDING: Preventive Detention Act upheld (save Section 14). Strict literalist interpretation adopted (later overruled in R.C. Cooper and Maneka Gandhi)."
"case_002","landmark_case","Maneka Gandhi v. Union of India","AIR 1978 SC 597","Supreme Court of India","7-Judge Constitution Bench (Beg CJ, Chandrachud, Bhagwati, Krishna Iyer, Untwalia, Murtaza Fazal Ali, Kailasam)","1978","Article 21","Article 14, Article 19","Right to travel abroad, substantive due process, procedure established by law, golden triangle, post-decisional hearing, natural justice","https://indiankanoon.org/doc/1766147/","LANDMARK PRINCIPLE: Established substantive due process in India; ruled that 'procedure established by law' under Article 21 must be just, fair, and reasonable, and established the Golden Triangle of Articles 14, 19, and 21.

FACTS: The Regional Passport Office, New Delhi impounded Maneka Gandhi's passport under Section 10(3)(c) of the Passports Act, 1967 'in public interest' without furnishing reasons or providing a pre-decisional hearing.

ISSUE: Whether impounding a passport without giving reasons or opportunity of hearing violates fundamental rights under Articles 14, 19(1)(a)/(g), and 21.

RELEVANT PROVISIONS: Article 14, Article 19(1)(a)/(d), Article 21, Passports Act 1967 Section 10(3)(c).

RATIO DECIDENDI: Overruling Gopalan, the 7-Judge Bench held that Part III rights do not exist in watertight silos but form an interconnected 'Golden Triangle' (Articles 14, 19, and 21). Any law depriving personal liberty must satisfy not only Article 21, but also the non-arbitrariness test of Article 14 and reasonableness tests of Article 19. The phrase 'procedure established by law' cannot be an arbitrary or oppressive statutory procedure; it must be 'just, fair, and reasonable', thereby introducing substantive due process into Indian constitutional law.

FINAL HOLDING: Right to travel abroad is an integral component of personal liberty under Article 21. Natural justice (audi alteram partem) is mandatory; post-decisional hearing accepted in this specific case."
"case_003","landmark_case","Justice K.S. Puttaswamy (Retd.) v. Union of India","(2017) 10 SCC 1","Supreme Court of India","9-Judge Constitution Bench (Khehar CJ, Chelameswar, Bobde, Chandrachud, Nariman, Kaul, Nazeer, Sapre, Agrawal)","2017","Article 21","Article 14, Article 19, Part III","Right to Privacy, informational privacy, bodily autonomy, spatial privacy, proportionality standard, overruling MP Sharma and Kharak Singh","https://indiankanoon.org/doc/127517806/","LANDMARK PRINCIPLE: Unanimously held that the Right to Privacy is a fundamental right emanating intrinsically from Article 21, life, dignity, and Part III liberties.

FACTS: Retired High Court Judge K.S. Puttaswamy challenged the constitutional validity of the Union Government's Aadhaar biometric identification scheme, arguing that mandatory collection of fingerprints and iris scans violated the fundamental right to privacy.

ISSUE: Whether privacy is a fundamental right guaranteed under Part III of the Constitution, and whether earlier larger bench rulings in M.P. Sharma (1954, 8 Judges) and Kharak Singh (1963, 6 Judges) correctly held that privacy is not a fundamental right.

RELEVANT PROVISIONS: Article 14, Article 19, Article 21, Part III.

RATIO DECIDENDI: All 9 judges unanimously declared privacy to be a fundamental right intrinsic to life, personal liberty, and human dignity under Article 21, permeating Part III. Privacy encompasses informational privacy, bodily privacy, and decisional autonomy. The court expressly overruled M.P. Sharma and Kharak Singh to the extent they denied privacy as a fundamental right, and explicitly overruled the majority in ADM Jabalpur (1976). Any state intrusion on privacy must satisfy the strict three-fold proportionality test: (1) Legality (backed by valid law); (2) Legitimate state aim; and (3) Proportionality (least restrictive means).

FINAL HOLDING: Right to Privacy affirmed as a fundamental right under Article 21."
